lat,lon,alt,elapsed time,time,trajectory,label,user,segment,distance,speed,time_diff,acceleration,bearing,heading_change,Vrate,angular_velocity,angular_acceleration,unique_index
39.9762,116.330383333333,229.658792650919,39184.4329166667,2007-04-12 10:23:24,20070412102116.plt,bike,163,3,0.011390230765321765,0.00011277456203288876,101.0,-8.038105669624474e-06,119.21674578451842,29.98747656878112,7.198863449323882,-0.2969057086017933,-0.009055647894659357,1
39.9760333333333,116.330366666667,259.186351706037,39184.4341319444,2007-04-12 10:25:09,20070412102116.plt,bike,163,3,0.018586822709658446,0.00017701735913960425,105.0,6.118361629210998e-07,184.38208703110195,65.16534124658352,0.3629180630587229,0.6206222975865098,0.008738361963698125,2
39.9758166666667,116.3303,275.590551181102,39184.4343981481,2007-04-12 10:25:32,20070412102116.plt,bike,163,3,0.024752897420729413,0.0010762129313360614,23.0,3.909545966071553e-05,193.2674092696891,8.88532223858715,0.8355182752544642,0.3863183581994413,-0.010187127799437758,3
39.9757,116.330333333333,295.275590551181,39184.4356134259,2007-04-12 10:27:17,20070412102116.plt,bike,163,3,0.013280045423805006,0.0001264766230838572,105.0,-9.04510769764004e-06,167.6501020802341,25.617307189455005,7.509184583640449,-0.24397435418528576,-0.0060027877369974005,4
39.9753833333333,116.330666666667,137.795275590551,39184.6110300926,2007-04-12 14:39:53,20070412102116.plt,bike,163,4,0.011390334448744004,0.0001372329451655904,83.0,-8.01612887860655e-05,240.7835458951493,166.62135299363132,48.48243227029204,2.0074861806461604,0.2480195596681398,5
39.9753166666667,116.330366666667,144.356955380577,39184.6112962963,2007-04-12 14:40:16,20070412102116.plt,bike,163,4,0.026616437984648012,0.001157236434115131,23.0,4.434797778041481e-05,253.8286851872824,13.045139292133086,0.8814132176278011,0.5671799692231777,-0.0626220091923036,6
39.9753333333333,116.329616666667,150.918635170604,39184.6115509259,2007-04-12 14:40:38,20070412102116.plt,bike,163,4,0.06393513693472254,0.0029061425879419334,22.0,7.949573426485466e-05,271.66127135095195,17.83258616366956,0.6017964022423756,0.8105720983486164,0.011063278596610852,7
39.97535,116.3292,147.637795275591,39184.6117013889,2007-04-12 14:40:51,20070412102116.plt,bike,163,4,0.035552921339218425,0.002734840103016802,13.0,-1.3177114225010126e-05,272.9881155579599,1.3268442070079232,0.06263711166739434,0.10206493900060948,-0.05450055071907746,8
39.97515,116.329033333333,157.48031496063,39184.6120833333,2007-04-12 14:41:24,20070412102116.plt,bike,163,4,0.026386836103236375,0.0007996010940374659,33.0,-5.8643606332707154e-05,212.56242396760237,60.4256915903575,2.4202555792009197,-1.8310815633441668,-0.05858019704075079,9
39.9750666666667,116.32985,157.48031496063,39184.6123842593,2007-04-12 14:41:50,20070412102116.plt,bike,163,4,0.0702034464227484,0.002700132554721092,26.0,7.309736387244717e-05,97.58441455288073,114.97800941472164,0.7038659851571398,-4.422231131335447,-0.0996595987688954,10
