lat,lon,alt,elapsed time,time,trajectory,label,user,segment,distance,speed,time_diff,acceleration,bearing,heading_change,Vrate,angular_velocity,angular_acceleration,index,new_segment
39.974426,116.399735,491.0,39816.0567824074,2009-01-03 01:21:46,20090103012134.plt,0,135,1.0.0,0.0055844501218031434,0.0013961125304507859,4.0,-9.187013831242708e-05,314.17910564272313,257.30191814042746,0.26321700094694644,64.32547953510687,16.96938667196336,4,1
39.974458,116.3997,491.0,39816.0568402778,2009-01-03 01:21:51,20090103012134.plt,0,135,1.0.0,0.004642834413855596,0.0009285668827711191,5.0,-9.350912953593335e-05,320.0311260833711,5.852020440647948,0.5035131624384145,1.1704040881295896,-12.631015089395456,5,1
39.974491,116.399732,490.0,39816.0568981481,2009-01-03 01:21:56,20090103012134.plt,0,135,1.0.0,0.004571662941340995,0.000914332588268199,5.0,-2.8468589005840222e-06,36.61634709320117,283.4147789901699,0.015567961467807596,-56.68295579803398,-11.570671977232713,6,1
39.97453,116.399758,489.0,39816.0569560185,2009-01-03 01:22:01,20090103012134.plt,0,135,1.0.0,0.0048697655667267045,0.0009739531133453409,5.0,1.1924105015428368e-05,27.06188475700702,9.554462336194149,0.061214984849072306,-1.9108924672388299,10.95441266615903,7,1
39.974577,116.399745,490.0,39816.0569907407,2009-01-03 01:22:04,20090103012134.plt,0,135,1.0.0,0.005342273641511744,0.0017807578805039146,3.0,0.0002689349223861912,348.0325150869377,320.97063032993066,0.453068199776977,106.99021010997689,36.30036752573857,8,1
39.974623,116.399731,491.0,39816.057025463,2009-01-03 01:22:07,20090103012134.plt,0,135,1.0.0,0.005252242759049754,0.001750747586349918,3.0,-1.0003431384665511e-05,346.8715611279503,1.1609539589873634,0.017141416837000538,-0.3869846529957878,-35.792398254324226,9,1
39.974666,116.399713,491.0,39816.0570601852,2009-01-03 01:22:10,20090103012134.plt,0,135,1.0.0,0.005021374026124919,0.0016737913420416398,3.0,-2.5652081436092747e-05,342.2143461418346,4.657214986115719,0.045977202997363666,-1.5524049953719061,-0.3884734474587061,10,1
39.9747,116.399755,491.0,39816.0570949074,2009-01-03 01:22:13,20090103012134.plt,0,135,1.0.0,0.005205924215525382,0.001735308071841794,3.0,2.050557660005143e-05,43.42985484361992,298.7844912982147,0.03545003379997111,-99.59483043273822,-32.680808479122106,11,1
39.974732,116.399838,491.0,39816.0571412037,2009-01-03 01:22:17,20090103012134.plt,0,135,1.0.0,0.007917223055840297,0.0019793057639600742,4.0,6.0999423029570036e-05,63.29285334374805,19.86299850012813,0.1232743806242975,4.965749625032032,26.140145014442563,12,1
39.97473,116.399909,491.0,39816.0571527778,2009-01-03 01:22:18,20090103012134.plt,0,135,1.0.0,0.006054121618840652,0.006054121618840652,1.0,0.0040748158548805785,92.10513267435942,28.812279330611375,0.6730647501694712,28.812279330611375,23.846529705579343,13,1
39.974728,116.399982,491.0,39816.0571643518,2009-01-03 01:22:19,20090103012134.plt,0,135,1.0.0,0.006224433466654752,0.006224433466654752,1.0,0.00017031184781409955,92.04750626825603,0.05762640610339531,0.02736182316454764,-0.05762640610339531,-28.86990573671477,14,1
39.974731,116.400052,491.0,39816.0571875,2009-01-03 01:22:21,20090103012134.plt,0,135,1.0.0,0.005974144648007771,0.0029870723240038857,2.0,-0.001618680571325433,86.79902622753514,5.248480040720892,1.0837906791327678,-2.624240020360446,-1.2833068071285254,15,1
39.97473,116.400143,491.0,39816.0571990741,2009-01-03 01:22:22,20090103012134.plt,0,135,1.0.0,0.007755068312340447,0.007755068312340447,1.0,0.004767995988336562,90.82152617619761,4.022499948662471,0.6148232093261342,4.022499948662471,6.646739969022917,16,1
39.974737,116.400205,491.0,39816.0572222222,2009-01-03 01:22:24,20090103012134.plt,0,135,1.0.0,0.00534016000524184,0.00267008000262092,2.0,-0.0025424941548597636,81.61887544372064,9.202650732476968,1.90443294010972,-4.601325366238484,-4.311912657450478,17,1
39.974742,116.400264,491.0,39816.0572453704,2009-01-03 01:22:26,20090103012134.plt,0,135,1.0.0,0.005058142105504662,0.002529071052752331,2.0,-7.050447493429446e-05,83.68946340018482,2.0705879564641805,0.05575523460091485,1.0352939782320902,2.818309672235287,18,1
39.974747,116.400332,492.0,39816.0572800926,2009-01-03 01:22:29,20090103012134.plt,0,135,1.0.0,0.00582101106274082,0.0019403370209136069,3.0,-0.00019624467727957472,84.51920645700523,0.829743056820405,0.30341843993757284,0.276581018940135,-0.2529043197639851,19,1
39.974616,116.398937,335.0,39816.057337963,2009-01-03 01:22:34,20090103012134.plt,0,135,1.0.0,0.11975967961702397,0.023951935923404794,5.0,0.004402319780498237,263.0141844567758,178.49497799977058,0.9189903886216731,35.69899559995412,7.084482916202797,20,1
