Trajid,longitude,latitude,time,date,label,stamp,path,distance,Time_diff,Cumulative_time,Cumulative_distance
0,116.330833333333,39.9755833333333,12:20:02,2007-05-08,walk,2007-05-08 12:20:02,C:/Users/Kari_ai/Documents/Geolife_machine_learning/User1/15420070508122002.plt,0.0,0.0,0.0,0.0
0,116.330883333333,39.97545,12:20:32,2007-05-08,walk,2007-05-08 12:20:32,C:/Users/Kari_ai/Documents/Geolife_machine_learning/User1/15420070508122002.plt,15.430865481999055,0.5000000000000001,0.5000000000000001,15.430865481999055
0,116.331933333333,39.9753666666667,12:21:35,2007-05-08,walk,2007-05-08 12:21:35,C:/Users/Kari_ai/Documents/Geolife_machine_learning/User1/15420070508122002.plt,89.97826497765871,1.05,1.5500000000000003,105.40913045965776
0,116.33435,39.975283333333294,12:23:42,2007-05-08,walk,2007-05-08 12:23:42,C:/Users/Kari_ai/Documents/Geolife_machine_learning/User1/15420070508122002.plt,206.1997388170084,2.1166666666666667,3.666666666666667,311.60886927666616
0,116.334183333333,39.97526666666671,12:23:46,2007-05-08,walk,2007-05-08 12:23:46,C:/Users/Kari_ai/Documents/Geolife_machine_learning/User1/15420070508122002.plt,14.326752692376068,0.06666666666666667,3.733333333333334,325.93562196904224
0,116.334466666667,39.97526666666671,12:23:59,2007-05-08,walk,2007-05-08 12:23:59,C:/Users/Kari_ai/Documents/Geolife_machine_learning/User1/15420070508122002.plt,24.150724640342823,0.21666666666666667,3.9500000000000006,350.0863466093851
0,116.334866666667,39.975283333333294,12:24:23,2007-05-08,walk,2007-05-08 12:24:23,C:/Users/Kari_ai/Documents/Geolife_machine_learning/User1/15420070508122002.plt,34.14549774077763,0.4,4.3500000000000005,384.2318443501627
0,116.33515,39.9753,12:24:39,2007-05-08,walk,2007-05-08 12:24:39,C:/Users/Kari_ai/Documents/Geolife_machine_learning/User1/15420070508122002.plt,24.22176206591394,0.26666666666666666,4.616666666666667,408.45360641607664
0,116.335383333333,39.9753166666667,12:24:54,2007-05-08,walk,2007-05-08 12:24:54,C:/Users/Kari_ai/Documents/Geolife_machine_learning/User1/15420070508122002.plt,19.975030488180842,0.25000000000000006,4.866666666666667,428.4286369042575
0,116.336433333333,39.975333333333296,12:25:52,2007-05-08,walk,2007-05-08 12:25:52,C:/Users/Kari_ai/Documents/Geolife_machine_learning/User1/15420070508122002.plt,89.51886503879392,0.9666666666666668,5.833333333333334,517.9475019430514
0,116.337266666667,39.9753666666667,12:26:43,2007-05-08,walk,2007-05-08 12:26:43,C:/Users/Kari_ai/Documents/Geolife_machine_learning/User1/15420070508122002.plt,71.12815575008844,0.85,6.683333333333334,589.0756576931399
0,116.337516666667,39.97535,12:26:58,2007-05-08,walk,2007-05-08 12:26:58,C:/Users/Kari_ai/Documents/Geolife_machine_learning/User1/15420070508122002.plt,21.38991999291199,0.25000000000000006,6.933333333333334,610.4655776860519
0,116.337866666667,39.975333333333296,12:27:28,2007-05-08,walk,2007-05-08 12:27:28,C:/Users/Kari_ai/Documents/Geolife_machine_learning/User1/15420070508122002.plt,29.890758127141517,0.5000000000000001,7.433333333333334,640.3563358131935
0,116.338016666667,39.9753833333333,12:27:39,2007-05-08,walk,2007-05-08 12:27:39,C:/Users/Kari_ai/Documents/Geolife_machine_learning/User1/15420070508122002.plt,13.942858593744235,0.18333333333333332,7.616666666666667,654.2991944069378
0,116.338583333333,39.97545,12:28:12,2007-05-08,walk,2007-05-08 12:28:12,C:/Users/Kari_ai/Documents/Geolife_machine_learning/User1/15420070508122002.plt,48.867235942089074,0.55,8.166666666666668,703.1664303490269
0,116.338916666667,39.9754166666667,12:28:33,2007-05-08,walk,2007-05-08 12:28:33,C:/Users/Kari_ai/Documents/Geolife_machine_learning/User1/15420070508122002.plt,28.653440114528806,0.35,8.516666666666667,731.8198704635557
0,116.339283333333,39.9754333333333,12:29:02,2007-05-08,walk,2007-05-08 12:29:02,C:/Users/Kari_ai/Documents/Geolife_machine_learning/User1/15420070508122002.plt,31.308738439612934,0.4833333333333334,9.0,763.1286089031687
0,116.3395,39.9755,12:29:13,2007-05-08,walk,2007-05-08 12:29:13,C:/Users/Kari_ai/Documents/Geolife_machine_learning/User1/15420070508122002.plt,19.901242729807098,0.18333333333333332,9.183333333333334,783.0298516329758
0,116.34,39.97546666666671,12:29:41,2007-05-08,walk,2007-05-08 12:29:41,C:/Users/Kari_ai/Documents/Geolife_machine_learning/User1/15420070508122002.plt,42.77976232771679,0.4666666666666667,9.65,825.8096139606926
0,116.340333333333,39.975533333333296,12:30:00,2007-05-08,walk,2007-05-08 12:30:00,C:/Users/Kari_ai/Documents/Geolife_machine_learning/User1/15420070508122002.plt,29.364235102738032,0.31666666666666665,9.966666666666667,855.1738490634306
0,116.3406,39.975533333333296,12:30:17,2007-05-08,walk,2007-05-08 12:30:17,C:/Users/Kari_ai/Documents/Geolife_machine_learning/User1/15420070508122002.plt,22.730005061996934,0.2833333333333333,10.25,877.9038541254275
0,116.3408,39.975533333333296,12:30:28,2007-05-08,walk,2007-05-08 12:30:28,C:/Users/Kari_ai/Documents/Geolife_machine_learning/User1/15420070508122002.plt,17.04750377651407,0.18333333333333332,10.433333333333334,894.9513579019416
0,116.340983333333,39.9754,12:30:42,2007-05-08,walk,2007-05-08 12:30:42,C:/Users/Kari_ai/Documents/Geolife_machine_learning/User1/15420070508122002.plt,21.544090142784203,0.23333333333333334,10.666666666666666,916.4954480447258
0,116.341416666667,39.975333333333296,12:31:11,2007-05-08,walk,2007-05-08 12:31:11,C:/Users/Kari_ai/Documents/Geolife_machine_learning/User1/15420070508122002.plt,37.673343765778235,0.4833333333333334,11.149999999999999,954.168791810504
0,116.341766666667,39.97526666666671,12:31:35,2007-05-08,walk,2007-05-08 12:31:35,C:/Users/Kari_ai/Documents/Geolife_machine_learning/User1/15420070508122002.plt,30.74099579305146,0.4,11.549999999999999,984.9097876035554
0,116.341733333333,39.9753833333333,12:31:48,2007-05-08,walk,2007-05-08 12:31:48,C:/Users/Kari_ai/Documents/Geolife_machine_learning/User1/15420070508122002.plt,13.284218186940143,0.21666666666666667,11.766666666666666,998.1940057904956
0,116.3425,39.9754333333333,12:32:35,2007-05-08,walk,2007-05-08 12:32:35,C:/Users/Kari_ai/Documents/Geolife_machine_learning/User1/15420070508122002.plt,65.58511136914434,0.7833333333333333,12.549999999999999,1063.77911715964
0,116.342766666667,39.9754166666667,12:32:50,2007-05-08,walk,2007-05-08 12:32:50,C:/Users/Kari_ai/Documents/Geolife_machine_learning/User1/15420070508122002.plt,22.805513715637108,0.25000000000000006,12.799999999999999,1086.584630875277
0,116.343633333333,39.9754333333333,12:33:24,2007-05-08,walk,2007-05-08 12:33:24,C:/Users/Kari_ai/Documents/Geolife_machine_learning/User1/15420070508122002.plt,73.89589064349705,0.5666666666666667,13.366666666666665,1160.4805215187741
0,116.343966666667,39.97545,12:33:42,2007-05-08,walk,2007-05-08 12:33:42,C:/Users/Kari_ai/Documents/Geolife_machine_learning/User1/15420070508122002.plt,28.472958581824162,0.3,13.666666666666666,1188.9534801005982
0,116.344216666667,39.97535,12:33:56,2007-05-08,walk,2007-05-08 12:33:56,C:/Users/Kari_ai/Documents/Geolife_machine_learning/User1/15420070508122002.plt,24.037724390572468,0.23333333333333334,13.899999999999999,1212.9912044911707
0,116.3449,39.9753666666667,12:34:36,2007-05-08,walk,2007-05-08 12:34:36,C:/Users/Kari_ai/Documents/Geolife_machine_learning/User1/15420070508122002.plt,58.27528115156455,0.6666666666666666,14.566666666666665,1271.2664856427352
0,116.34515,39.97535,12:34:52,2007-05-08,walk,2007-05-08 12:34:52,C:/Users/Kari_ai/Documents/Geolife_machine_learning/User1/15420070508122002.plt,21.389919994118735,0.26666666666666666,14.833333333333332,1292.656405636854
0,116.345366666667,39.97535,12:35:09,2007-05-08,walk,2007-05-08 12:35:09,C:/Users/Kari_ai/Documents/Geolife_machine_learning/User1/15420070508122002.plt,18.46817866156329,0.2833333333333333,15.116666666666665,1311.1245842984174
0,116.345616666667,39.9753666666667,12:35:25,2007-05-08,walk,2007-05-08 12:35:25,C:/Users/Kari_ai/Documents/Geolife_machine_learning/User1/15420070508122002.plt,21.38991999291199,0.26666666666666666,15.383333333333333,1332.5145042913293
0,116.346233333333,39.9753666666667,12:35:58,2007-05-08,walk,2007-05-08 12:35:58,C:/Users/Kari_ai/Documents/Geolife_machine_learning/User1/15420070508122002.plt,52.563264772875314,0.55,15.933333333333334,1385.0777690642046
0,116.346466666667,39.9753,12:36:13,2007-05-08,walk,2007-05-08 12:36:13,C:/Users/Kari_ai/Documents/Geolife_machine_learning/User1/15420070508122002.plt,21.22620721792045,0.25000000000000006,16.183333333333334,1406.3039762821252
0,116.347033333333,39.9753166666667,12:36:46,2007-05-08,walk,2007-05-08 12:36:46,C:/Users/Kari_ai/Documents/Geolife_machine_learning/User1/15420070508122002.plt,48.336982003223525,0.55,16.733333333333334,1454.6409582853487
0,116.347333333333,39.9754166666667,12:37:26,2007-05-08,walk,2007-05-08 12:37:26,C:/Users/Kari_ai/Documents/Geolife_machine_learning/User1/15420070508122002.plt,27.88571432709456,0.6666666666666666,17.400000000000002,1482.5266726124432
0,116.348016666667,39.9754,12:38:12,2007-05-08,walk,2007-05-08 12:38:12,C:/Users/Kari_ai/Documents/Geolife_machine_learning/User1/15420070508122002.plt,58.2752386444696,0.7666666666666667,18.166666666666668,1540.801911256913
0,116.348383333333,39.97535,12:38:36,2007-05-08,walk,2007-05-08 12:38:36,C:/Users/Kari_ai/Documents/Geolife_machine_learning/User1/15420070508122002.plt,31.744795382055077,0.4,18.566666666666666,1572.546706638968
0,116.348933333333,39.9753833333333,12:39:10,2007-05-08,walk,2007-05-08 12:39:10,C:/Users/Kari_ai/Documents/Geolife_machine_learning/User1/15420070508122002.plt,47.02713519231356,0.5666666666666667,19.133333333333333,1619.5738418312817
0,116.349466666667,39.9753833333333,12:39:47,2007-05-08,walk,2007-05-08 12:39:47,C:/Users/Kari_ai/Documents/Geolife_machine_learning/User1/15420070508122002.plt,45.46010990426318,0.6166666666666667,19.75,1665.0339517355449
0,116.350233333333,39.9754166666667,12:40:39,2007-05-08,walk,2007-05-08 12:40:39,C:/Users/Kari_ai/Documents/Geolife_machine_learning/User1/15420070508122002.plt,65.45398708219943,0.8666666666666667,20.616666666666667,1730.4879388177442
0,116.350516666667,39.9754333333333,12:40:59,2007-05-08,walk,2007-05-08 12:40:59,C:/Users/Kari_ai/Documents/Geolife_machine_learning/User1/15420070508122002.plt,24.2217151717171,0.3333333333333333,20.95,1754.7096539894612
